user_id,skill_name,correct
53612,1,1
53612,1,0
53612,1,0
53612,1,0
53612,1,0
53612,1,0
53612,1,0
65037,1,0
65037,1,1
65037,1,0
65037,1,0
65037,1,0
65037,1,1
65037,1,1
52488,1,1
52488,1,1
52488,1,0
52488,1,1
52488,1,1
52488,1,0
52488,1,1
52461,1,0
52461,1,1
52461,1,0
52461,1,0
52461,1,1
52461,1,1
52461,1,1
56514,1,0
56514,1,1
56514,1,0
56514,1,1
56514,1,0
56514,1,1
56514,1,0
62715,1,0
62715,1,0
62715,1,1
62715,1,0
62715,1,0
62715,1,0
62715,1,0
55854,1,1
55854,1,0
55854,1,1
55854,1,1
55854,1,0
55854,1,1
55854,1,0
70273,1,0
70273,1,0
70273,1,0
70273,1,1
70273,1,1
70273,1,0
70273,1,0
53644,1,1
53644,1,1
53644,1,0
53644,1,0
53644,1,0
53644,1,0
53644,1,0
61631,1,0
61631,1,1
61631,1,1
61631,1,1
61631,1,1
61631,1,1
61631,1,1
53676,1,0
53676,1,0
53676,1,0
53676,1,1
53676,1,1
53676,1,0
53676,1,0
53679,1,0
53679,1,0
53679,1,1
53679,1,0
53679,1,1
53679,1,0
53679,1,0
66310,1,0
66310,1,1
66310,1,0
66310,1,0
66310,1,0
66310,1,0
66310,1,0
52042,1,1
52042,1,0
52042,1,0
52042,1,1
52042,1,1
52042,1,1
52042,1,0
62095,1,1
62095,1,0
62095,1,0
62095,1,0
62095,1,1
62095,1,1
62095,1,1
52618,1,0
52618,1,0
52618,1,0
52618,1,0
52618,1,0
52618,1,0
52618,1,0
60040,1,1
60040,1,0
60040,1,0
60040,1,1
60040,1,1
60040,1,0
60040,1,0
71994,1,0
71994,1,1
71994,1,0
71994,1,0
71994,1,1
71994,1,0
71994,1,1
70282,1,1
70282,1,1
70282,1,0
70282,1,0
70282,1,0
70282,1,1
70282,1,1
61608,1,0
61608,1,1
61608,1,0
61608,1,0
61608,1,0
61608,1,0
61608,1,0
72121,1,0
72121,1,1
72121,1,0
72121,1,1
72121,1,1
72121,1,0
72121,1,0
52499,1,0
52499,1,1
52499,1,1
52499,1,0
52499,1,0
52499,1,0
52499,1,0
73488,1,0
73488,1,0
73488,1,0
73488,1,0
73488,1,0
73488,1,0
73488,1,1
72117,1,1
72117,1,0
72117,1,0
72117,1,1
72117,1,1
72117,1,0
72117,1,1
71735,1,0
71735,1,0
71735,1,1
71735,1,0
71735,1,0
71735,1,0
71735,1,0
53876,1,0
53876,1,0
53876,1,0
53876,1,1
53876,1,1
53876,1,0
53876,1,0
61687,1,0
61687,1,0
61687,1,1
61687,1,0
61687,1,1
61687,1,1
61687,1,1
56484,1,1
56484,1,1
56484,1,0
56484,1,1
56484,1,1
56484,1,1
56484,1,1
53603,1,0
53603,1,1
53603,1,0
53603,1,0
53603,1,1
53603,1,1
53603,1,0
71942,1,0
71942,1,1
71942,1,0
71942,1,0
71942,1,1
71942,1,1
71942,1,0
55175,1,1
55175,1,1
55175,1,0
55175,1,0
55175,1,1
55175,1,0
55175,1,0
53641,1,0
53641,1,0
53641,1,0
53641,1,1
53641,1,0
53641,1,0
53641,1,0
71987,1,0
71987,1,1
71987,1,0
71987,1,0
71987,1,1
71987,1,0
71987,1,1
62057,1,1
62057,1,0
62057,1,0
62057,1,0
62057,1,1
62057,1,0
62057,1,0
62278,1,1
62278,1,0
62278,1,0
62278,1,1
62278,1,1
62278,1,0
62278,1,0
52672,1,1
52672,1,0
52672,1,1
52672,1,0
52672,1,1
52672,1,0
52672,1,1
54018,1,1
54018,1,0
54018,1,0
54018,1,0
54018,1,0
54018,1,1
54018,1,0
71986,1,0
71986,1,1
71986,1,0
71986,1,0
71986,1,1
71986,1,0
71986,1,0
62689,1,1
62689,1,1
62689,1,0
62689,1,1
62689,1,1
62689,1,0
62689,1,0
74258,1,1
74258,1,0
74258,1,1
74258,1,1
74258,1,1
74258,1,0
74258,1,0
73350,1,1
73350,1,0
73350,1,0
73350,1,1
73350,1,0
73350,1,0
73350,1,1
73668,1,1
73668,1,0
73668,1,1
73668,1,0
73668,1,1
73668,1,0
73668,1,1
56466,1,1
56466,1,1
56466,1,1
56466,1,0
56466,1,1
56466,1,1
56466,1,1
71948,1,1
71948,1,1
71948,1,1
71948,1,1
71948,1,1
71948,1,1
71948,1,1
52657,1,0
52657,1,1
52657,1,0
52657,1,0
52657,1,0
52657,1,1
52657,1,1
70293,1,0
70293,1,1
70293,1,0
70293,1,0
70293,1,0
70293,1,1
70293,1,1
62732,1,1
62732,1,1
62732,1,0
62732,1,0
62732,1,1
62732,1,0
62732,1,0
53604,1,0
53604,1,1
53604,1,0
53604,1,0
53604,1,1
53604,1,1
53604,1,1
72123,1,1
72123,1,0
72123,1,0
72123,1,1
72123,1,1
72123,1,0
72123,1,1
52464,1,0
52464,1,1
52464,1,0
52464,1,1
52464,1,1
52464,1,1
52464,1,1
74763,1,0
74763,1,0
74763,1,1
74763,1,1
74763,1,0
74763,1,1
74763,1,1
62340,1,0
62340,1,1
62340,1,0
62340,1,0
62340,1,1
62340,1,1
62340,1,1
54343,1,0
54343,1,0
54343,1,0
54343,1,1
54343,1,1
54343,1,0
54343,1,1
72116,1,1
72116,1,0
72116,1,0
72116,1,1
72116,1,1
72116,1,1
72116,1,0
55185,1,0
55185,1,1
55185,1,0
55185,1,0
55185,1,1
55185,1,0
55185,1,0
62010,1,0
62010,1,0
62010,1,0
62010,1,0
62010,1,1
62010,1,0
62010,1,1
62729,1,0
62729,1,0
62729,1,0
62729,1,1
62729,1,1
62729,1,1
62729,1,0
61879,1,0
61879,1,0
61879,1,0
61879,1,0
61879,1,0
61879,1,0
61879,1,0
53403,1,0
53403,1,0
53403,1,0
53403,1,0
53403,1,0
53403,1,0
53403,1,0
66298,1,1
66298,1,1
66298,1,0
66298,1,1
66298,1,0
66298,1,1
66298,1,1
53670,1,0
53670,1,1
53670,1,0
53670,1,0
53670,1,1
53670,1,1
53670,1,1
53645,1,1
53645,1,0
53645,1,0
53645,1,1
53645,1,0
53645,1,1
53645,1,1
67037,1,0
67037,1,1
67037,1,0
67037,1,0
67037,1,1
67037,1,1
67037,1,0
54831,1,1
54831,1,0
54831,1,1
54831,1,0
54831,1,1
54831,1,0
54831,1,1
53656,1,0
53656,1,0
53656,1,0
53656,1,0
53656,1,0
53656,1,0
53656,1,0
72863,1,0
72863,1,1
72863,1,0
72863,1,1
72863,1,1
72863,1,0
72863,1,1
70248,1,0
70248,1,1
70248,1,1
70248,1,0
70248,1,1
70248,1,1
70248,1,0
66311,1,1
66311,1,1
66311,1,0
66311,1,0
66311,1,1
66311,1,0
66311,1,1
71945,1,0
71945,1,1
71945,1,0
71945,1,0
71945,1,1
71945,1,1
71945,1,1
74617,1,1
74617,1,1
74617,1,1
74617,1,1
74617,1,1
74617,1,1
74617,1,1
70297,1,1
70297,1,1
70297,1,0
70297,1,1
70297,1,0
70297,1,1
70297,1,0
53567,1,1
53567,1,0
53567,1,1
53567,1,0
53567,1,1
53567,1,0
53567,1,1
52486,1,1
52486,1,0
52486,1,1
52486,1,0
52486,1,1
52486,1,1
52486,1,1
70300,1,1
70300,1,0
70300,1,1
70300,1,1
70300,1,1
70300,1,0
70300,1,1
52668,1,1
52668,1,0
52668,1,0
52668,1,1
52668,1,1
52668,1,1
52668,1,1
71981,1,0
71981,1,1
71981,1,0
71981,1,0
71981,1,0
71981,1,1
71981,1,0
71949,1,1
71949,1,0
71949,1,1
71949,1,0
71949,1,1
71949,1,0
71949,1,1
52502,1,1
52502,1,1
52502,1,0
52502,1,0
52502,1,1
52502,1,1
52502,1,0
72555,1,0
72555,1,0
72555,1,0
72555,1,0
72555,1,0
72555,1,0
72555,1,0
72864,1,1
72864,1,0
72864,1,0
72864,1,0
72864,1,1
72864,1,0
72864,1,0
72115,1,1
72115,1,0
72115,1,1
72115,1,0
72115,1,1
72115,1,1
72115,1,0
70263,1,1
70263,1,1
70263,1,1
70263,1,1
70263,1,1
70263,1,1
70263,1,1
53600,1,0
53600,1,1
53600,1,1
53600,1,1
53600,1,0
53600,1,0
53600,1,0
54830,1,0
54830,1,1
54830,1,0
