user_id,skill_name,correct
70777,1,0
70777,1,1
70777,1,1
70777,1,0
74882,1,1
74882,1,1
74882,1,0
74882,1,1
75208,1,1
75208,1,0
75208,1,0
75208,1,0
62715,1,0
62715,1,0
62715,1,0
62715,1,0
62470,1,0
62470,1,1
62470,1,1
62470,1,0
73340,1,1
73340,1,0
73340,1,1
73340,1,1
72410,1,0
72410,1,1
72410,1,1
72410,1,1
73318,1,1
73318,1,1
73318,1,0
73318,1,1
52075,1,1
52075,1,1
52075,1,0
52075,1,0
54563,1,0
54563,1,0
54563,1,0
54563,1,0
61631,1,1
61631,1,0
61631,1,0
61631,1,0
74759,1,0
74759,1,1
74759,1,0
74759,1,1
62328,1,0
62328,1,0
62328,1,0
62328,1,0
79971,1,1
79971,1,1
79971,1,1
79971,1,1
70863,1,0
70863,1,0
70863,1,0
70863,1,0
62049,1,0
62049,1,0
62049,1,1
62049,1,1
62719,1,0
62719,1,1
62719,1,1
62719,1,1
71690,1,1
71690,1,1
71690,1,1
71690,1,1
70865,1,0
70865,1,1
70865,1,1
70865,1,0
70843,1,0
70843,1,1
70843,1,0
70843,1,0
52593,1,1
52593,1,1
52593,1,1
52593,1,0
70771,1,1
70771,1,1
70771,1,1
70771,1,1
61608,1,0
61608,1,0
61608,1,1
61608,1,1
70260,1,1
70260,1,1
70260,1,0
70260,1,1
70785,1,0
70785,1,1
70785,1,0
70785,1,0
72076,1,0
72076,1,0
72076,1,0
72076,1,0
52687,1,0
52687,1,1
52687,1,1
52687,1,1
74293,1,0
74293,1,1
74293,1,0
74293,1,0
73488,1,0
73488,1,0
73488,1,0
73488,1,1
70766,1,1
70766,1,1
70766,1,1
70766,1,1
61991,1,0
61991,1,1
61991,1,1
61991,1,1
61687,1,1
61687,1,1
61687,1,1
61687,1,0
70281,1,1
70281,1,0
70281,1,1
70281,1,0
75254,1,0
75254,1,0
75254,1,1
75254,1,0
71623,1,0
71623,1,1
71623,1,0
71623,1,1
70826,1,0
70826,1,1
70826,1,1
70826,1,1
73305,1,1
73305,1,0
73305,1,0
73305,1,0
62023,1,0
62023,1,0
62023,1,0
62023,1,0
70783,1,1
70783,1,1
70783,1,0
70783,1,1
75216,1,1
75216,1,1
75216,1,1
75216,1,0
62689,1,1
62689,1,1
62689,1,0
62689,1,1
70772,1,1
70772,1,1
70772,1,1
70772,1,1
73350,1,1
73350,1,1
73350,1,1
73350,1,1
65038,1,1
65038,1,1
65038,1,0
65038,1,1
70778,1,1
70778,1,1
70778,1,1
70778,1,1
64865,1,0
64865,1,0
64865,1,0
64865,1,0
73467,1,0
73467,1,1
73467,1,1
73467,1,1
70293,1,1
70293,1,1
70293,1,0
70293,1,1
62732,1,1
62732,1,1
62732,1,1
62732,1,0
73358,1,0
73358,1,1
73358,1,0
73358,1,1
74747,1,0
74747,1,1
74747,1,1
74747,1,0
72123,1,0
72123,1,0
72123,1,1
72123,1,1
61981,1,1
61981,1,1
61981,1,1
61981,1,1
59700,1,1
59700,1,1
59700,1,1
59700,1,1
74763,1,0
74763,1,1
74763,1,1
74763,1,1
54343,1,1
54343,1,1
54343,1,1
54343,1,1
62340,1,0
62340,1,0
62340,1,0
62340,1,1
62060,1,0
62060,1,0
62060,1,0
62060,1,0
73347,1,1
73347,1,1
73347,1,0
73347,1,1
73332,1,1
73332,1,1
73332,1,1
73332,1,1
70317,1,0
70317,1,1
70317,1,0
70317,1,0
71783,1,1
71783,1,1
71783,1,0
71783,1,0
61974,1,1
61974,1,0
61974,1,1
61974,1,0
70784,1,1
70784,1,1
70784,1,0
70784,1,0
71625,1,1
71625,1,0
71625,1,1
71625,1,1
71622,1,1
71622,1,1
71622,1,1
71622,1,1
73832,1,0
73832,1,0
73832,1,0
73832,1,1
52610,1,1
52610,1,1
52610,1,0
52610,1,0
62010,1,0
62010,1,0
62010,1,0
62010,1,0
81857,1,1
81857,1,0
81857,1,0
81857,1,1
62729,1,1
62729,1,1
62729,1,1
62729,1,1
52068,1,1
52068,1,0
52068,1,0
52068,1,1
62275,1,1
62275,1,1
62275,1,1
62275,1,1
73370,1,1
73370,1,0
73370,1,1
73370,1,1
79821,1,1
79821,1,0
79821,1,1
79821,1,1
66311,1,1
66311,1,0
66311,1,0
66311,1,1
70798,1,0
70798,1,1
70798,1,1
70798,1,0
74711,1,1
74711,1,1
74711,1,1
74711,1,1
69313,1,0
69313,1,1
69313,1,1
69313,1,0
71908,1,1
71908,1,1
71908,1,1
71908,1,1
71591,1,1
71591,1,0
71591,1,1
71591,1,0
75209,1,1
75209,1,0
75209,1,1
75209,1,1
75249,1,0
75249,1,0
75249,1,0
75249,1,0
70825,1,1
70825,1,1
70825,1,1
70825,1,1
74796,1,1
74796,1,1
74796,1,0
74796,1,1
70300,1,1
70300,1,1
70300,1,1
70300,1,1
70847,1,1
70847,1,0
70847,1,0
70847,1,0
72291,1,1
72291,1,0
72291,1,0
72291,1,0
55196,1,0
55196,1,1
55196,1,1
55196,1,1
62331,1,0
62331,1,0
62331,1,0
62331,1,0
62011,1,0
62011,1,1
62011,1,1
62011,1,0
73356,1,0
73356,1,0
73356,1,0
73356,1,0
73335,1,1
73335,1,1
73335,1,0
73335,1,1
74322,1,1
74322,1,0
74322,1,1
74322,1,1
61972,1,0
61972,1,1
61972,1,1
61972,1,0
67019,1,1
67019,1,1
67019,1,1
67019,1,0
61867,1,1
61867,1,0
61867,1,0
61867,1,0
73303,1,1
73303,1,1
73303,1,0
73303,1,1
70314,1,1
70314,1,1
70314,1,0
70314,1,1
70846,1,1
70846,1,1
70846,1,1
70846,1,0
70779,1,0
70779,1,0
70779,1,0
70779,1,0
70781,1,1
70781,1,1
70781,1,1
70781,1,0
62109,1,0
62109,1,0
62109,1,0
62109,1,1
73366,1,0
73366,1,0
73366,1,0
73366,1,0
75224,1,1
75224,1,0
75224,1,1
75224,1,0
62108,1,0
62108,1,1
62108,1,1
62108,1,1
62055,1,1
62055,1,1
62055,1,1
62055,1,1
75250,1,1
75250,1,1
75250,1,0
75250,1,1
70790,1,1
70790,1,1
70790,1,1
70790,1,1
74309,1,1
74309,1,1
74309,1,1
74309,1,1
62272,1,1
62272,1,1
62272,1,1
62272,1,1
70834,1,1
70834,1,1
70834,1,1
70834,1,1
56330,1,1
56330,1,1
56330,1,0
56330,1,0
62064,1,0
62064,1,0
62064,1,1
62064,1,1
70832,1,1
70832,1,0
70832,1,0
70832,1,1
62050,1,0
62050,1,1
62050,1,0
62050,1,0
81355,1,1
81355,1,1
81355,1,0
81355,1,1
66312,1,0
66312,1,0
66312,1,1
66312,1,1
71998,1,0
71998,1,0
71998,1,0
71998,1,0
62327,1,1
62327,1,0
62327,1,0
62327,1,1
61689,1,0
61689,1,0
61689,1,1
61689,1,1
52588,1,0
52588,1,0
52588,1,1
52588,1,0
62099,1,1
62099,1,0
62099,1,1
62099,1,1
74552,1,0
74552,1,1
74552,1,1
74552,1,1
62283,1,0
62283,1,0
62283,1,0
62283,1,0
74737,1,1
74737,1,1
74737,1,1
74737,1,1
75753,1,0
75753,1,1
75753,1,1
75753,1,1
61975,1,0
61975,1,1
61975,1,1
61975,1,0
75229,1,1
75229,1,0
75229,1,1
75229,1,0
74545,1,0
74545,1,1
74545,1,0
74545,1,1
72783,1,0
72783,1,0
72783,1,0
72783,1,0
73322,1,1
73322,1,1
73322,1,0
73322,1,1
70833,1,1
70833,1,1
70833,1,1
70833,1,0
73599,1,1
73599,1,0
73599,1,1
73599,1,0
63843,1,0
63843,1,0
63843,1,0
63843,1,0
82007,1,1
82007,1,0
82007,1,1
82007,1,1
61982,1,0
61982,1,0
61982,1,0
61982,1,0
62017,1,0
62017,1,1
62017,1,1
62017,1,1
53802,1,1
53802,1,1
53802,1,1
53802,1,1
70808,1,0
70808,1,0
70808,1,0
70808,1,0
73307,1,1
73307,1,0
73307,1,1
73307,1,1
75253,1,0
75253,1,0
75253,1,0
75253,1,0
70845,1,1
70845,1,1
70845,1,1
70845,1,1
71576,1,1
71576,1,0
71576,1,0
71576,1,0
73344,1,0
73344,1,0
73344,1,1
73344,1,1
70315,1,1
70315,1,1
70315,1,0
70315,1,0
62012,1,1
62012,1,1
62012,1,1
62012,1,1
70782,1,1
70782,1,1
70782,1,1
70782,1,0
73311,1,0
73311,1,1
73311,1,0
73311,1,1
70844,1,0
70844,1,0
70844,1,0
70844,1,1
66300,1,1
66300,1,1
66300,1,1
66300,1,1
72114,1,1
72114,1,1
72114,1,1
72114,1,1
61857,1,0
61857,1,0
61857,1,0
61857,1,0
74534,1,1
74534,1,1
74534,1,1
74534,1,1
62730,1,0
62730,1,0
62730,1,1
62730,1,0
70318,1,1
70318,1,1
70318,1,0
70318,1,1
62024,1,0
62024,1,0
62024,1,1
62024,1,1
73468,1,1
73468,1,1
73468,1,1
73468,1,1
62286,1,0
62286,1,0
62286,1,0
62286,1,0
81417,1,0
81417,1,1
81417,1,1
81417,1,1
75245,1,1
75245,1,1
75245,1,1
75245,1,0
74883,1,1
74883,1,1
74883,1,0
74883,1,1
62066,1,0
62066,1,0
62066,1,0
62066,1,0
61627,1,0
61627,1,1
61627,1,1
61627,1,1
52587,1,0
52587,1,0
52587,1,0
52587,1,0
62006,1,0
62006,1,1
62006,1,0
62006,1,1
79838,1,1
79838,1,1
79838,1,1
79838,1,1
74942,1,1
74942,1,0
74942,1,1
74942,1,1
52589,1,1
52589,1,1
52589,1,1
52589,1,0
52592,1,0
52592,1,0
52592,1,0
52592,1,1
61976,1,0
61976,1,0
61976,1,0
61976,1,0
75542,1,1
75542,1,1
75542,1,0
75542,1,0
61995,1,1
61995,1,1
61995,1,1
61995,1,1
76593,1,0
76593,1,0
76593,1,0
76593,1,0
74760,1,1
74760,1,0
74760,1,0
74760,1,0
61869,1,0
61869,1,0
61869,1,0
61869,1,0
79973,1,0
79973,1,1
79973,1,1
79973,1,1
61851,1,1
61851,1,1
61851,1,0
61851,1,1
81471,1,1
81471,1,1
81471,1,1
81471,1,1
70789,1,1
70789,1,0
70789,1,0
70789,1,0
70791,1,0
70791,1,0
70791,1,1
70791,1,1
70312,1,1
70312,1,0
70312,1,1
70312,1,0
62692,1,0
62692,1,1
62692,1,0
62692,1,0
73591,1,0
73591,1,1
73591,1,1
73591,1,1
72059,1,1
72059,1,1
72059,1,0
72059,1,1
62022,1,0
62022,1,0
62022,1,0
62022,1,0
74794,1,1
74794,1,1
74794,1,1
74794,1,1
70769,1,0
70769,1,1
70769,1,1
70769,1,0
62274,1,1
62274,1,0
62274,1,0
62274,1,1
71588,1,1
71588,1,0
71588,1,1
71588,1,1
70279,1,1
70279,1,1
70279,1,1
70279,1,1
73601,1,0
73601,1,1
73601,1,1
73601,1,0
71726,1,1
71726,1,1
71726,1,1
71726,1,0
72127,1,1
72127,1,1
72127,1,0
72127,1,1
71638,1,1
71638,1,1
71638,1,1
71638,1,1
71694,1,1
71694,1,0
71694,1,0
71694,1,1
74282,1,1
74282,1,1
74282,1,1
74282,1,1
74766,1,1
74766,1,1
74766,1,1
74766,1,0
52605,1,0
52605,1,0
52605,1,0
52605,1,0
70264,1,0
70264,1,0
70264,1,0
70264,1,0
62061,1,0
62061,1,0
62061,1,0
62061,1,0
70269,1,0
70269,1,1
70269,1,1
70269,1,0
62007,1,1
62007,1,0
62007,1,0
62007,1,1
52054,1,0
52054,1,1
52054,1,1
52054,1,1
62273,1,0
62273,1,1
62273,1,1
62273,1,1
61855,1,0
61855,1,0
61855,1,0
61855,1,0
72052,1,1
72052,1,1
72052,1,0
72052,1,0
70792,1,1
70792,1,1
70792,1,0
70792,1,1
62717,1,0
62717,1,0
62717,1,0
62717,1,0
52062,1,0
52062,1,0
52062,1,1
52062,1,0
62710,1,1
62710,1,0
62710,1,1
62710,1,1
73327,1,0
73327,1,0
73327,1,1
73327,1,1
74792,1,1
74792,1,0
74792,1,1
74792,1,0
73043,1,0
73043,1,0
73043,1,0
73043,1,1
52051,1,1
52051,1,1
52051,1,0
52051,1,0
61986,1,1
61986,1,1
61986,1,0
61986,1,1
74321,1,1
74321,1,1
74321,1,1
74321,1,1
73701,1,0
73701,1,1
73701,1,1
73701,1,1
62683,1,1
62683,1,1
62683,1,1
62683,1,1
61683,1,1
61683,1,1
61683,1,1
61683,1,1
73682,1,0
73682,1,0
73682,1,1
73682,1,1
70275,1,0
70275,1,0
70275,1,1
70275,1,1
62015,1,1
62015,1,1
62015,1,0
62015,1,1
61614,1,1
61614,1,1
61614,1,1
61614,1,1
62013,1,0
62013,1,0
62013,1,0
62013,1,0
71996,1,1
71996,1,1
71996,1,1
71996,1,1
62711,1,1
62711,1,1
62711,1,0
62711,1,1
62690,1,0
62690,1,1
62690,1,0
62690,1,0
62028,1,0
62028,1,0
62028,1,1
62028,1,1
73319,1,1
73319,1,1
73319,1,0
73319,1,1
61776,1,0
61776,1,0
61776,1,0
61776,1,0
79974,1,1
79974,1,1
79974,1,1
79974,1,0
71709,1,1
71709,1,0
71709,1,0
71709,1,0
52598,1,1
52598,1,1
52598,1,1
52598,1,1
66302,1,0
66302,1,0
66302,1,1
66302,1,1
54024,1,0
54024,1,0
54024,1,0
54024,1,0
53348,1,0
53348,1,0
53348,1,0
53348,1,0
74801,1,1
74801,1,0
74801,1,0
74801,1,0
71736,1,1
71736,1,0
71736,1,1
71736,1,1
