user_id,skill_name,correct
1,7,1
7,82,0
7,82,0
7,82,0
7,82,0
7,82,0
7,82,0
7,82,0
121,6,1
121,6,1
121,6,0
121,6,1
121,6,1
121,6,1
121,8,1
121,8,1
121,11,0
121,11,1
121,11,1
121,11,1
121,13,1
121,13,1
121,25,0
121,25,1
121,25,0
121,25,1
121,25,1
121,25,1
121,26,1
121,29,1
121,29,1
121,29,1
121,29,1
121,29,1
121,30,1
121,30,0
121,30,0
121,30,1
121,30,1
121,30,1
121,30,0
121,30,0
121,30,1
121,30,0
121,30,1
121,30,1
121,30,1
121,30,1
121,33,1
121,33,1
121,33,1
121,33,1
121,33,1
121,34,0
121,34,0
121,35,0
121,35,0
121,36,1
121,36,1
121,37,1
121,37,1
121,37,1
121,37,1
121,37,1
121,37,1
121,37,1
121,37,1
121,37,1
121,37,1
121,44,1
121,45,1
121,46,0
121,46,0
121,48,0
121,48,1
121,48,1
121,48,1
121,55,1
121,79,1
121,79,1
121,79,1
121,79,1
121,80,1
121,80,1
121,81,1
121,81,1
121,81,0
121,81,1
121,81,1
121,81,1
121,81,1
121,81,1
121,82,1
121,82,1
121,82,1
121,82,0
121,82,1
121,82,1
121,82,1
121,86,0
121,86,1
121,86,0
121,86,1
121,86,1
121,86,0
121,86,1
121,86,1
121,86,1
121,86,1
121,86,1
121,86,1
121,89,1
121,99,0
121,99,1
121,99,1
121,99,1
121,99,0
121,99,1
121,99,1
121,99,1
121,99,1
121,99,0
121,99,1
121,103,1
121,123,1
121,123,1
121,123,1
121,123,1
121,123,1
5,98,1
5,98,1
5,98,1
5,98,0
5,98,1
24,30,1
24,30,1
24,30,0
24,30,1
24,30,0
24,30,1
24,30,1
24,30,1
24,30,1
24,30,1
24,30,1
24,30,0
24,30,0
24,30,0
24,33,1
24,33,1
24,33,1
24,33,0
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,123,1
15,42,0
15,42,0
15,42,0
15,42,0
15,42,0
15,42,0
15,82,0
15,82,0
15,82,1
15,82,1
15,82,0
15,82,1
15,82,1
15,82,0
15,82,0
27,0,1
27,0,1
27,9,1
27,11,1
27,12,1
27,12,1
27,12,1
27,12,1
27,12,1
27,12,0
27,12,0
27,12,1
27,12,1
27,12,1
27,13,1
27,13,0
27,13,0
27,13,1
27,13,1
27,13,1
27,13,1
27,13,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
18,0,1
18,0,1
18,9,1
18,11,1
18,12,1
18,12,1
18,12,1
18,12,1
18,12,1
18,12,1
18,13,1
18,13,1
18,13,0
18,14,1
18,14,1
18,14,1
18,14,1
18,14,1
6,18,1
6,18,1
6,82,0
6,82,1
6,82,1
6,84,0
20,0,1
20,0,1
20,9,1
20,11,1
20,12,1
20,12,1
20,12,1
20,12,0
20,12,1
20,12,1
20,12,1
20,12,1
20,12,1
